Name,Year,Brand,Mileage,Price,Reviews,Rating,BrandNum
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,22303,40490,81,3.3,6
2014 Chevrolet Silverado 2500 LTZ,2014,Chevrolet,74000,40566,86,4.1,6
2016 Chevrolet Silverado 1500 High Country,2016,Chevrolet,77492,36455,4,2.3,6
2014 RAM 1500 Longhorn,2014,RAM,98043,27270,3327,3.6,1
2019 RAM 1500 Laramie,2019,RAM,35919,39888,27,4.6,1
2019 Nissan Titan SV,2019,Nissan,17695,40998,220,4.1,2
2020 GMC Sierra 1500 AT4,2020,GMC,5866,60341,161,4.7,4
2007 GMC Sierra 1500 SL Classic,2007,GMC,167957,9990,15,2.4,4
2018 GMC Sierra 1500 SLT,2018,GMC,58373,38753,104,4.8,4
2019 RAM 1500 Big Horn,2019,RAM,75430,33527,560,4.4,1
2012 Ford F-150 XLT,2012,Ford,96289,19452,336,4.6,0
2006 GMC Sierra 1500 SLT,2006,GMC,150941,12646,394,3.2,4
2011 Chevrolet Silverado 1500 LT,2011,Chevrolet,119672,17512,394,3.2,6
2017 Chevrolet Silverado 1500 LT,2017,Chevrolet,19971,38990,56,4.7,6
2016 Chevrolet Silverado 1500 LTZ,2016,Chevrolet,66505,33384,1366,4.6,6
2014 RAM 1500 SLT,2014,RAM,77738,24595,2560,4.8,1
2014 Ford F-150 XLT,2014,Ford,110570,20995,56,4.8,0
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,59727,32998,9,3.3,6
2019 RAM 1500 Big Horn,2019,RAM,23860,38588,887,4.8,1
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,10126,42590,4009,4.3,6
2019 Chevrolet Silverado 1500 Custom Trail Boss,2019,Chevrolet,13009,43480,3328,3.6,6
2018 Chevrolet Silverado 2500 LTZ,2018,Chevrolet,34359,49500,474,4.4,6
2020 RAM 1500 Laramie,2020,RAM,30235,35308,60,4.2,1
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,32260,39857,54,4.7,6
2020 RAM 1500 Big Horn,2020,RAM,3073,33741,638,4.5,1
2017 Toyota Tundra TRD Pro,2017,Toyota,91668,37600,1775,3.6,3
2014 GMC Sierra 1500 SLE,2014,GMC,88529,27995,1,5.0,4
2017 GMC Sierra 1500 Denali,2017,GMC,62753,41996,99,4.7,4
2017 Chevrolet Silverado 2500 LT,2017,Chevrolet,78000,34900,6,3.7,6
2015 RAM 1500 Laramie,2015,RAM,66577,26779,947,4.8,1
2018 Nissan Titan SV,2018,Nissan,26780,33904,12,4.4,2
2019 Ford F-250 XLT,2019,Ford,23563,50595,104,4.4,0
2011 Chevrolet Silverado 1500 LT,2011,Chevrolet,123562,18995,29,3.7,6
2017 GMC Sierra 1500 Denali,2017,GMC,58349,39990,3981,4.3,4
2019 RAM 1500 Rebel,2019,RAM,15208,44400,53,4.7,1
2017 Nissan Titan S,2017,Nissan,35462,29874,71,4.5,2
2018 Nissan Titan XD SV,2018,Nissan,16698,40005,20,4.6,2
2019 RAM 1500 Big Horn,2019,RAM,42004,37800,68,4.8,1
2012 Chevrolet Avalanche 1500 LTZ,2012,Chevrolet,143257,19995,0,0.0,6
2019 Toyota Tundra SR5,2019,Toyota,21194,38578,132,4.6,3
2018 Ford F-250 XLT,2018,Ford,53068,39997,116,4.6,0
2019 RAM 1500 Rebel,2019,RAM,17007,38991,61,4.7,1
2019 RAM 2500 Big Horn,2019,RAM,10250,46900,132,4.6,1
2010 Ford F-150 FX2 SuperCrew,2010,Ford,149681,12995,8,2.0,0
2010 Ford F-150 Lariat SuperCrew,2010,Ford,162877,16900,1,5.0,0
2017 Ford F-250 Lariat,2017,Ford,51608,59471,57,5.0,0
2013 RAM 1500 Laramie Longhorn Edition,2013,RAM,126200,23900,2,5.0,1
2017 GMC Sierra 1500 Denali,2017,GMC,22876,44321,375,4.8,4
2012 GMC Sierra 2500 SLE,2012,GMC,97009,23950,35,4.6,4
2012 Ford F-350 XL,2012,Ford,172027,12900,81,4.9,0
2016 Chevrolet Silverado 1500 LTZ,2016,Chevrolet,79744,33456,86,3.7,6
2016 Ford F-250 Lariat,2016,Ford,81101,38774,45,4.0,0
2015 Toyota Tundra SR5,2015,Toyota,105281,24489,292,4.8,3
2015 RAM 1500 Big Horn,2015,RAM,87771,27988,299,4.1,1
2020 GMC Sierra 1500 SLT,2020,GMC,6485,50244,133,4.8,4
2020 RAM 1500 Rebel,2020,RAM,8589,42490,89,4.0,1
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,80462,27495,5,1.8,6
2019 RAM 1500 Big Horn,2019,RAM,21716,40590,3981,4.3,1
2016 Ford F-250 Platinum,2016,Ford,49870,54900,185,4.9,0
2017 Nissan Titan S,2017,Nissan,28565,28998,3,4.3,2
2013 Ford F-150 XLT,2013,Ford,95986,21995,87,3.8,0
2017 GMC Sierra 1500 Denali,2017,GMC,59210,42734,1,5.0,4
2017 Chevrolet Silverado 1500 Custom,2017,Chevrolet,40306,32995,38,4.8,6
2017 Ford F-150 XLT,2017,Ford,47774,31500,72,4.1,0
2019 RAM 1500 Big Horn,2019,RAM,12500,36990,1811,4.3,1
2017 GMC Sierra 1500 Denali,2017,GMC,28172,43500,12,4.7,4
2017 Chevrolet Silverado 1500 LTZ,2017,Chevrolet,82435,37500,45,4.1,6
2016 Ford F-150 XLT,2016,Ford,75226,29988,25,4.6,0
2014 GMC Sierra 1500 SLT,2014,GMC,67491,29989,396,4.5,4
2015 RAM 2500 Power Wagon,2015,RAM,38161,39787,8,4.1,1
2019 Toyota Tundra Limited,2019,Toyota,7251,40480,3329,3.6,3
2019 RAM 1500 Big Horn,2019,RAM,21622,38995,1101,4.5,1
2017 GMC Sierra 2500 SLT,2017,GMC,145503,37997,87,4.7,4
2018 Ford F-150 Lariat,2018,Ford,34705,39997,87,4.7,0
2015 RAM 2500 Lone Star,2015,RAM,137084,26943,7,1.0,1
2017 Ford F-150 XLT,2017,Ford,172322,20998,410,3.9,0
2016 GMC Sierra 1500 SLE,2016,GMC,80110,33995,4,3.3,4
2020 Ford F-250 XLT,2020,Ford,24156,44815,320,4.8,0
2018 Ford F-150 XLT,2018,Ford,29875,39988,320,4.8,0
2014 Ford F-150 XLT,2014,Ford,66805,22499,64,4.8,0
2013 Chevrolet Silverado 1500 Work Truck,2013,Chevrolet,68969,23855,6,4.3,6
2011 Chevrolet Avalanche 1500 LT,2011,Chevrolet,176154,14445,4,4.0,6
2013 Chevrolet Silverado 3500 Work Truck,2013,Chevrolet,13376,31855,6,4.3,6
2015 GMC Sierra 1500 Denali,2015,GMC,60246,36950,65,4.5,4
2019 RAM 1500 Big Horn,2019,RAM,21457,39454,956,4.7,1
2014 Ford F-250 Lariat,2014,Ford,104490,42500,8,1.9,0
2019 RAM 1500 Big Horn,2019,RAM,22287,43751,3197,4.3,1
2016 Ford F-150 XLT,2016,Ford,53921,31599,1069,4.1,0
2016 GMC Sierra 1500 SLT,2016,GMC,77164,37227,295,4.3,4
2019 Chevrolet Silverado 1500 Custom Trail Boss,2019,Chevrolet,18083,42000,101,4.3,6
2018 GMC Sierra 2500 Denali,2018,GMC,26565,61443,596,4.9,4
2018 RAM 1500 Laramie,2018,RAM,11504,41960,435,4.6,1
2018 RAM 3500 Tradesman,2018,RAM,36397,39994,9,5.0,1
2015 Toyota Tundra SR5,2015,Toyota,146467,25287,24,4.1,3
2019 RAM 1500 Classic Big Horn,2019,RAM,27393,34097,64,4.1,1
2020 RAM 1500 Laramie,2020,RAM,15440,39900,1,5.0,1
2017 Ford F-250 XL,2017,Ford,37815,44995,9,4.4,0
2017 GMC Sierra 1500 SLT,2017,GMC,73062,32495,282,3.3,4
2019 RAM 1500 Laramie,2019,RAM,50923,31995,282,3.3,1
2019 Ford F-150 XLT,2019,Ford,49764,29987,520,4.8,0
2017 Ford F-150 Lariat,2017,Ford,51756,37774,638,4.6,0
2019 RAM 1500 Big Horn,2019,RAM,13511,39639,74,4.5,1
2016 RAM 1500 SLT,2016,RAM,44753,27999,879,4.4,1
2017 Toyota Tundra TRD Pro,2017,Toyota,83560,37783,203,3.7,3
2020 RAM 1500 Big Horn,2020,RAM,18456,38704,879,4.4,1
2019 RAM 1500 Big Horn,2019,RAM,24838,37990,3985,4.3,1
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,36859,34450,59,4.3,6
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,9386,38609,38,4.4,6
2018 Ford F-150 XL,2018,Ford,43506,35513,161,4.7,0
2016 GMC Sierra 3500 JET BLK/DK VINYL,2016,GMC,149087,32454,326,4.8,4
2020 RAM 1500 Laramie,2020,RAM,16181,47953,1366,4.6,1
2017 RAM 1500 Express,2017,RAM,38477,27000,1562,4.0,1
2017 GMC Sierra 1500 SLT,2017,GMC,145287,23995,2560,4.8,4
2002 Lincoln Blackwood,2002,Lincoln,97301,16995,29,3.8,7
2019 RAM 1500 Big Horn,2019,RAM,21074,38766,210,4.2,1
2015 RAM 1500 SLT,2015,RAM,113053,22950,2,2.5,1
2015 Ford F-150 XLT,2015,Ford,73630,28609,955,4.8,0
2017 Nissan Titan SV,2017,Nissan,39792,26990,4009,4.3,2
2019 RAM 1500 Big Horn,2019,RAM,23070,39995,56,4.8,1
2020 Ford F-250 Platinum,2020,Ford,18470,64995,56,4.8,0
2017 RAM 2500 Power Wagon,2017,RAM,47573,45428,955,4.8,1
2019 Chevrolet Silverado 2500 LT,2019,Chevrolet,49750,47995,56,4.8,6
2013 Toyota Tundra Grade,2013,Toyota,146801,15950,0,0.0,3
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,27652,34988,923,4.8,6
2018 Ford F-250 XLT,2018,Ford,75806,44990,137,4.7,0
2017 GMC Sierra 1500 SLT,2017,GMC,114943,34660,54,4.7,4
2019 Nissan Titan S,2019,Nissan,23308,29369,393,3.4,2
2018 RAM 1500 Laramie,2018,RAM,70182,28888,114,4.6,1
2013 RAM 2500 Laramie,2013,RAM,80837,32900,10,3.4,1
2016 Ford F-150 King Ranch,2016,Ford,115992,30925,114,4.6,0
2018 GMC Sierra 1500 SLT,2018,GMC,26781,42039,457,4.7,4
2011 Ford F-250 King Ranch,2011,Ford,154796,29995,457,4.7,0
2018 RAM 1500 Big Horn,2018,RAM,29504,36586,852,4.9,1
2016 Ford F-150 XLT,2016,Ford,24798,33995,134,4.8,0
2020 Ford F-150 Lariat,2020,Ford,24841,43900,154,4.9,0
2017 GMC Sierra 1500 SLT,2017,GMC,47305,39243,2,4.5,4
2019 RAM 1500 Rebel,2019,RAM,43765,37590,1806,4.3,1
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,35372,36982,1600,4.7,6
2019 RAM 1500 Laramie,2019,RAM,58919,41595,104,4.4,1
2019 GMC Sierra 3500 Denali,2019,GMC,18042,65995,104,4.4,4
2016 GMC Sierra 1500 Denali,2016,GMC,37589,41019,13,4.7,4
2019 Nissan Titan SL,2019,Nissan,16816,39883,19,4.5,2
2020 RAM 1500 Limited,2020,RAM,15357,57218,100,4.6,1
2019 RAM 1500 Big Horn,2019,RAM,13328,41798,79,4.8,1
2020 Chevrolet Silverado 1500 LT Trail Boss,2020,Chevrolet,13658,47985,100,4.9,6
2019 GMC Sierra 1500 AT4,2019,GMC,54796,49300,24,5.0,4
2018 Chevrolet Silverado 1500 High Country,2018,Chevrolet,43407,45236,18,4.1,6
2008 Dodge Ram 1500 Laramie,2008,Dodge,148004,13997,11,3.4,5
2020 RAM 1500 Big Horn,2020,RAM,10830,43185,43,4.1,1
2020 RAM 1500 Big Horn,2020,RAM,3347,39500,43,4.1,1
2017 GMC Sierra 1500 SLT,2017,GMC,19035,36400,9,4.2,4
2019 Ford F-150 Lariat,2019,Ford,30544,41590,3983,4.3,0
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,16413,33333,321,4.0,6
2017 RAM 1500 Sport,2017,RAM,39233,31644,321,4.0,1
2018 RAM 1500 Big Horn,2018,RAM,21785,34355,299,4.1,1
2017 GMC Sierra 1500 Denali,2017,GMC,52839,41595,0,0.0,4
2020 Chevrolet Silverado 1500 LTZ,2020,Chevrolet,6979,48145,133,4.8,6
2015 GMC Sierra 1500 SLT,2015,GMC,44454,33500,87,3.8,4
2016 RAM 1500 Longhorn,2016,RAM,47801,32500,72,4.1,1
2017 Toyota Tundra Limited,2017,Toyota,18858,45995,199,4.5,3
2016 Chevrolet Silverado 1500 High Country,2016,Chevrolet,90850,37995,199,4.5,6
2007 Chevrolet Silverado 2500 LT w/1LT,2007,Chevrolet,126317,26059,250,4.5,6
2020 GMC Sierra 1500 AT4,2020,GMC,3198,60000,580,4.9,4
2019 Nissan Titan PRO-4X,2019,Nissan,43808,39995,0,0.0,2
2018 Toyota Tundra Limited,2018,Toyota,16812,41990,1895,4.9,3
2014 Ford F-150 Lariat,2014,Ford,77111,27890,59,4.8,0
2020 Ford F-150 Lariat,2020,Ford,18009,37977,954,4.7,0
2001 Ford F-150 XLT SuperCrew,2001,Ford,132853,14900,9,5.0,0
2017 RAM 1500 Big Horn,2017,RAM,19639,33990,3982,4.3,1
2019 RAM 1500 Big Horn,2019,RAM,18204,38590,3982,4.3,1
2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,106896,25999,71,4.6,6
2019 RAM 1500 Limited,2019,RAM,71847,46249,717,3.6,1
2017 Nissan Titan Platinum Reserve,2017,Nissan,95161,34487,2374,4.8,2
2020 RAM 1500 Big Horn,2020,RAM,9679,39649,717,3.6,1
2015 Chevrolet Silverado 3500 LTZ,2015,Chevrolet,94589,43990,82,4.8,6
2013 Chevrolet Silverado 1500 LT,2013,Chevrolet,125909,21991,11,4.8,6
2019 RAM 1500 Big Horn,2019,RAM,29768,36480,3327,3.6,1
2014 Ford F-150 XLT,2014,Ford,100339,21589,151,4.4,0
2017 Ford F-150 XLT,2017,Ford,36896,34500,796,4.7,0
2019 Nissan Titan SL,2019,Nissan,5565,47145,9,4.2,2
2015 RAM 1500 SLT,2015,RAM,87860,21999,0,0.0,1
2016 Ford F-150 XLT,2016,Ford,95500,25950,0,0.0,0
2019 RAM 1500 Big Horn,2019,RAM,23726,42585,3197,4.3,1
2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,139901,25326,956,4.7,6
2016 Chevrolet Silverado 1500 1LZ,2016,Chevrolet,60480,36998,1307,4.7,6
2013 RAM 1500 Laramie Longhorn Edition,2013,RAM,146812,16995,30,2.3,1
2015 Chevrolet Silverado 1500 LTZ,2015,Chevrolet,95363,28977,263,3.6,6
2019 RAM 1500 Laramie,2019,RAM,1113,48999,528,4.4,1
2019 Chevrolet Silverado 1500 High Country,2019,Chevrolet,8105,54492,596,4.9,6
2013 Ford F-250 Lariat,2013,Ford,121550,37999,64,3.7,0
2017 GMC Sierra 1500 Denali,2017,GMC,37447,42992,250,4.8,4
2020 RAM 1500 Longhorn,2020,RAM,25640,45901,596,4.9,1
2014 Ford F-150 STX,2014,Ford,77233,27995,4,2.0,0
2019 Ford F-350 Lariat Super Duty,2019,Ford,78798,59047,68,4.4,0
2020 Chevrolet Silverado 1500 High Country,2020,Chevrolet,18479,52345,68,4.4,6
2015 Toyota Tundra TRD Pro,2015,Toyota,28172,36812,32,3.6,3
2017 GMC Sierra 2500 Denali,2017,GMC,61001,53341,86,4.1,4
2016 Ford F-250 XL,2016,Ford,120820,15988,8,3.0,0
2012 GMC Sierra 1500 SLE,2012,GMC,200347,15977,136,4.8,4
2019 RAM 1500 Classic SLT,2019,RAM,32047,32500,1247,4.7,1
2019 Ford F-150 XLT,2019,Ford,25609,35977,59,4.3,0
2015 Chevrolet Silverado 1500 LT,2015,Chevrolet,52887,31980,161,4.7,6
2018 Ford F-250 XLT,2018,Ford,47815,42750,59,4.3,0
2018 Chevrolet Silverado 3500 WT,2018,Chevrolet,46970,41250,3,5.0,6
2017 RAM 2500 Tradesman,2017,RAM,41070,37500,7,3.9,1
2018 RAM 1500 Big Horn,2018,RAM,18913,34078,1371,4.9,1
2020 Chevrolet Silverado 1500 High Country,2020,Chevrolet,3291,52989,336,4.6,6
2016 Toyota Tundra SR5,2016,Toyota,55956,35000,2199,5.0,3
2014 Ford F-150 XLT,2014,Ford,150582,19857,1366,4.6,0
2018 Chevrolet Silverado 1500 Custom,2018,Chevrolet,28370,31000,519,4.7,6
2020 RAM 1500 Big Horn,2020,RAM,11507,41499,1366,4.6,1
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,101604,28800,519,4.7,6
2017 Nissan Titan SL,2017,Nissan,53157,30994,937,2.7,2
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,5845,45898,843,4.6,6
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,41301,35995,56,4.8,6
2019 RAM 1500 Big Horn,2019,RAM,11288,36990,4009,4.3,1
2016 GMC Sierra 1500 SLT,2016,GMC,70066,34990,4009,4.3,4
2018 Toyota Tundra SR5,2018,Toyota,34211,39590,4009,4.3,3
2018 Chevrolet Silverado 1500 LTZ,2018,Chevrolet,14610,42995,60,4.2,6
2014 Nissan Titan SV,2014,Nissan,96701,17800,60,4.2,2
2017 RAM 1500 Rebel,2017,RAM,50120,38463,521,4.1,1
2020 GMC Sierra 1500 AT4,2020,GMC,13701,54802,1087,4.7,4
2015 GMC Sierra 1500 SLT,2015,GMC,89160,33990,137,4.7,4
2016 GMC Sierra 3500 Denali,2016,GMC,39220,56990,137,4.7,4
2015 RAM 1500 Tradesman/Express,2015,RAM,96938,24982,54,4.7,1
2012 GMC Sierra 1500 SLT,2012,GMC,156284,18900,10,3.4,4
2015 Ford F-150 Platinum,2015,Ford,92875,34120,330,4.7,0
2017 Ford F-250 King Ranch,2017,Ford,48390,63398,81,4.4,0
2017 RAM 1500 Sport,2017,RAM,20522,42777,81,4.4,1
2018 Ford F-150 King Ranch,2018,Ford,19734,48995,33,4.9,0
2017 RAM 1500 Big Horn,2017,RAM,64593,31452,81,4.4,1
2016 Toyota Tundra SR5,2016,Toyota,131262,29995,0,0.0,3
2018 Ford F-150 XLT,2018,Ford,28949,36996,34,4.1,0
2019 RAM 1500 Laramie,2019,RAM,22490,43995,104,4.4,1
2019 RAM 1500 Limited,2019,RAM,29707,50995,104,4.4,1
2019 Ford F-150 XLT,2019,Ford,6094,38982,1600,4.7,0
2014 Toyota Tundra Platinum,2014,Toyota,59380,37650,3327,3.6,3
2015 Chevrolet Silverado 1500 High Country,2015,Chevrolet,56305,37944,0,0.0,6
2015 Chevrolet Silverado 2500 LT,2015,Chevrolet,68033,39697,0,0.0,6
2017 Ford F-150 XLT,2017,Ford,31918,40000,79,4.6,0
2013 Chevrolet Silverado 2500 LTZ,2013,Chevrolet,87148,45900,221,4.9,6
2014 Toyota Tundra,2014,Toyota,136419,26310,232,2.3,3
2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,53690,44867,8,3.4,6
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,54463,46000,30,4.1,6
2018 Chevrolet Silverado 1500 High Country,2018,Chevrolet,31352,45000,31,4.5,6
2009 Chevrolet Silverado 2500 Work Truck H/D Crew Cab,2009,Chevrolet,105881,16500,21,4.6,6
2010 Chevrolet Silverado 1500 LS,2010,Chevrolet,166198,13900,13,4.7,6
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,44994,44500,86,3.7,6
2010 Ford F-250 XLT,2010,Ford,111002,24977,46,4.9,0
2018 RAM 1500 Laramie,2018,RAM,17388,44987,72,4.5,1
2015 Ford F-150 XLT Super Duty,2015,Ford,50733,31723,157,4.8,0
2019 RAM 1500 Big Horn,2019,RAM,28324,36500,44,4.8,1
2020 Ford F-150 XLT,2020,Ford,23297,43100,746,4.9,0
2020 Ford F-150 XLT,2020,Ford,18543,43100,746,4.9,0
2020 Ford F-150 XLT,2020,Ford,24299,39500,380,4.8,0
2014 GMC Sierra 1500 SLT,2014,GMC,115030,27918,242,4.4,4
2019 Nissan Titan SL,2019,Nissan,18345,43569,77,4.6,2
2018 Ford F-150 XLT,2018,Ford,113421,32826,1,5.0,0
2008 Chevrolet Avalanche 1500 LTZ,2008,Chevrolet,225460,8980,13,3.2,6
2019 Toyota Tundra SR5,2019,Toyota,12655,46880,38,4.8,3
2017 Ford F-150 FX4,2017,Ford,60927,33028,199,4.5,0
2008 Ford F-150 XLT SuperCrew,2008,Ford,88127,14995,199,4.5,0
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,55321,32900,37,4.3,6
2018 GMC Sierra 1500 SLT,2018,GMC,20730,42980,3328,3.6,4
2018 GMC Sierra 1500 SLT,2018,GMC,82867,36980,59,4.8,4
2019 GMC Sierra 2500 Denali,2019,GMC,15947,71997,87,4.7,4
2014 GMC Sierra 1500 SLT,2014,GMC,46145,33590,3982,4.3,4
2015 Chevrolet Silverado 1500 LTZ,2015,Chevrolet,97191,32997,87,4.7,6
2017 RAM 1500 Express,2017,RAM,61132,24250,1076,3.8,1
2020 GMC Sierra 1500 Elevation,2020,GMC,13950,46500,41,3.4,4
2017 RAM 1500 Sport,2017,RAM,38739,33999,108,3.8,1
2018 GMC Sierra 2500 SLT,2018,GMC,24000,59991,2532,4.7,4
2019 RAM 1500 Limited,2019,RAM,38121,49992,13,3.8,1
2017 Chevrolet Silverado 1500 High Country,2017,Chevrolet,53854,40999,108,3.8,6
2019 RAM 1500 Big Horn,2019,RAM,41367,32987,2374,4.8,1
2016 Toyota Tundra SR5,2016,Toyota,70040,33987,2374,4.8,3
2020 RAM 1500 Limited,2020,RAM,22026,53749,717,3.6,1
2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,40505,36450,23,5.0,6
2018 Ford F-150 XLT,2018,Ford,34424,31989,64,4.8,0
2017 Ford F-150 XLT,2017,Ford,94115,30740,1586,4.6,0
2018 GMC Sierra 1500 SLT,2018,GMC,13680,42500,2337,4.3,4
2016 Ford F-150 Lariat,2016,Ford,84924,29900,796,4.7,0
2019 Chevrolet Silverado 1500 Custom,2019,Chevrolet,48261,31988,929,4.7,6
2017 GMC Sierra 1500 SLT,2017,GMC,41209,40999,1069,4.1,4
2016 RAM 1500 Big Horn,2016,RAM,28843,31050,1788,3.6,1
2018 Toyota Tundra Platinum,2018,Toyota,30928,44964,462,4.7,3
2009 Ford F-150 Platinum SuperCrew,2009,Ford,185019,14995,30,2.3,0
2019 Nissan Titan SL,2019,Nissan,10927,44413,28,5.0,2
2020 Ford F-150 XL,2020,Ford,15855,34977,3248,4.4,0
2017 RAM 1500 SLT,2017,RAM,17693,31260,435,4.6,1
2013 Chevrolet Silverado 1500 LT,2013,Chevrolet,186168,14500,14,4.0,6
2012 Toyota Tundra Grade,2012,Toyota,149323,22990,417,4.6,3
2018 Ford F-250 XLT,2018,Ford,104538,33500,0,0.0,0
2019 GMC Sierra 3500 Denali,2019,GMC,31422,75842,317,4.5,4
2018 Chevrolet Silverado 1500 LTZ,2018,Chevrolet,21575,44130,24,4.1,6
2012 Nissan Titan SV,2012,Nissan,108061,17499,218,4.5,2
2017 GMC Sierra 2500 Denali,2017,GMC,60952,53347,86,4.1,4
2017 GMC Sierra 1500 Denali,2017,GMC,34000,44793,86,4.1,4
2017 GMC Sierra 1500 Denali,2017,GMC,52645,39993,5434,4.9,4
2015 Chevrolet Silverado 1500 1LT,2015,Chevrolet,78440,28263,86,4.1,6
2019 Ford F-250 XLT,2019,Ford,6820,52989,520,4.8,0
2016 RAM 1500 SLT,2016,RAM,48981,27794,203,3.7,1
2006 Chevrolet Avalanche 1500 Z71,2006,Chevrolet,153783,10777,59,4.3,6
2017 Chevrolet Silverado 1500 LTZ,2017,Chevrolet,29795,41749,38,4.4,6
2017 RAM 1500 Express,2017,RAM,42681,27689,245,4.6,1
2018 RAM Big Horn,2018,RAM,31613,31777,59,4.3,1
2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,155134,24983,326,4.8,6
2017 Chevrolet Silverado 1500 Custom,2017,Chevrolet,34470,31995,20,3.9,6
2017 GMC Sierra 1500 SLT,2017,GMC,34990,39987,104,4.8,4
2009 Chevrolet Silverado 1500 LS Crew Cab,2009,Chevrolet,156207,11996,394,3.2,6
2019 GMC Sierra 1500 Denali,2019,GMC,62010,48295,2560,4.8,4
2017 Ford F-150 XLT,2017,Ford,59892,33499,347,4.8,0
2018 RAM 1500 ST,2018,RAM,36100,29499,118,4.0,1
2002 Ford F-150 XLT SuperCrew,2002,Ford,150925,8199,49,4.8,0
2019 RAM 1500 Big Horn,2019,RAM,32567,34975,54,4.7,1
2019 RAM 1500 Big Horn,2019,RAM,15592,36990,4009,4.3,1
2019 Ford F-250 XLT,2019,Ford,43733,45675,54,4.7,0
2017 GMC Sierra 1500 SLT,2017,GMC,60343,39940,54,4.7,4
2004 GMC Sierra 2500 SLE,2004,GMC,182243,13999,26,4.2,4
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,7440,46980,1775,3.6,6
2017 GMC Sierra 1500 SLT,2017,GMC,50510,38287,100,4.3,4
2018 Ford F-150 XLT,2018,Ford,86111,31987,100,4.3,0
2012 RAM 1500 ST,2012,RAM,120673,15945,31,4.8,1
2017 Ford F-150 Lariat,2017,Ford,60331,39577,81,4.4,0
2017 GMC Sierra 1500 Denali,2017,GMC,29587,45986,852,4.9,4
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,18180,34000,267,4.9,6
2014 Toyota Tundra Platinum,2014,Toyota,59380,37650,3327,3.6,3
2019 GMC Sierra 1500 AT4,2019,GMC,10117,56479,26,4.8,4
2020 Chevrolet Silverado 1500 LT Trail Boss,2020,Chevrolet,8425,46997,31,3.7,6
2014 Ford F-150,2014,Ford,93268,26995,104,4.4,0
2019 Ford F-250 Super Duty,2019,Ford,52857,41995,104,4.4,0
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,35247,41995,104,4.4,6
2018 Ford F-150,2018,Ford,30739,47995,104,4.4,0
2019 RAM 1500 Big Horn,2019,RAM,53061,29130,53,4.7,1
2017 GMC Sierra 1500 SLT,2017,GMC,101772,36711,53,4.7,4
2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,67371,39003,0,0.0,6
2018 Chevrolet Silverado 1500 Custom,2018,Chevrolet,65763,27992,278,4.7,6
2019 Chevrolet Silverado 1500 LTZ,2019,Chevrolet,2395,53988,92,4.8,6
2015 Toyota Tundra Limited,2015,Toyota,91821,31995,79,4.6,3
2015 Chevrolet Silverado 1500 High Country,2015,Chevrolet,65865,35674,116,4.6,6
2019 Toyota Tundra Limited,2019,Toyota,21365,45950,119,4.6,3
2011 GMC Sierra 2500 Denali,2011,GMC,162901,29897,58,4.3,4
2018 Toyota Tundra Platinum,2018,Toyota,87715,39897,58,4.3,3
2019 Ford F-350 XL,2019,Ford,26928,58900,221,4.9,0
2016 Ford F-150 FX4,2016,Ford,169988,24900,1,5.0,0
2013 Ford F-150 FTX ALL CUSTOM,2013,Ford,83959,31950,35,4.6,0
2020 RAM 1500 Laramie,2020,RAM,9793,48480,522,1.0,1
2019 GMC Sierra 2500 SLE,2019,GMC,13135,46995,5,5.0,4
2016 GMC Sierra 3500 Base,2016,GMC,104555,29000,31,4.5,4
2017 RAM 1500 Express,2017,RAM,47724,29995,1,5.0,1
2019 Ford F-250 Platinum,2019,Ford,21493,67995,1,5.0,0
2019 Chevrolet Silverado 2500 LT,2019,Chevrolet,16434,44995,1,5.0,6
2010 Ford F-150 Lariat SuperCrew,2010,Ford,113505,16950,21,4.6,0
2003 Ford F-250 Lariat,2003,Ford,162867,13900,81,4.9,0
2013 Nissan Titan SV,2013,Nissan,162247,20997,370,5.0,2
2013 Chevrolet Silverado 1500 LT,2013,Chevrolet,121130,20995,342,4.7,6
2019 RAM 1500 Classic Big Horn,2019,RAM,22642,34998,9,4.6,1
